step,0,1,2,3
0,0.4326632990018112,0.5480651097690573,0.5544696134598167,0.5766874163254537
1,0.4326632990018112,0.5345682457792233,0.5480651097690573,0.5950259107564195
2,0.4326632990018112,0.5480651097690573,0.5529462138928231,0.5786429310495281
3,0.45505172475939876,0.5297616950466284,0.5529462138928231,0.5786429310495281
4,0.4324586141428048,0.5449655641312969,0.5529462138928231,0.5786429310495281
5,0.4305493366332066,0.5449655641312969,0.5529462138928231,0.5834966679733438
6,0.4305493366332066,0.5437041899135762,0.5543526247163787,0.5834966679733438
7,0.4305493366332066,0.5377615163404282,0.5437041899135762,0.5975987891078488
8,0.4262649011340068,0.5377615163404282,0.5465796102673312,0.5975987891078488
9,0.42781793805028406,0.5377615163404282,0.5442514879278557,0.5975987891078488
10,0.431155018436814,0.5377615163404282,0.5450859581098069,0.5975987891078488
11,0.43186119545775964,0.5397402725548454,0.5450859581098069,0.5975987891078488
12,0.43186119545775964,0.5422829672314027,0.542750150100412,0.5975987891078488
13,0.4342415485407353,0.5390121469900755,0.5422829672314027,0.5975987891078488
14,0.43370037262781025,0.5390121469900755,0.5400436906617727,0.5975987891078488
15,0.43166461999534766,0.5390121469900755,0.5419774514862942,0.5975987891078488
16,0.43166461999534766,0.5376307194757391,0.5431638545463655,0.5975987891078488
17,0.4285872666847925,0.5376307194757391,0.5487619155056687,0.5975987891078488
18,0.4285872666847925,0.5422630196669246,0.5487619155056687,0.5955446075851037
19,0.4285872666847925,0.5392687387577503,0.5519445093913179,0.5955446075851037
20,0.4285872666847925,0.5402705127641585,0.5506050702234785,0.5955446075851037
21,0.4285872666847925,0.5506050702234785,0.5657188834031451,0.5702489158201153
22,0.4285872666847925,0.5499061396484504,0.5658067382032657,0.5702489158201153
23,0.4285872666847925,0.5453490450515824,0.5698826040015272,0.5702489158201153
24,0.4285872666847925,0.5453490450515824,0.5663862605881238,0.5739731147456469
25,0.4285872666847925,0.5453490450515824,0.5663862605881238,0.5739731147456469
26,0.42910480838926,0.5462969967471064,0.5663862605881238,0.5739731147456469
27,0.42813514437040834,0.5444895245833311,0.5663862605881238,0.5739731147456469
28,0.42813514437040834,0.5536242847207818,0.5583229828343649,0.5739731147456469
29,0.42813514437040834,0.5536242847207818,0.5583229828343649,0.5739731147456469
30,0.42926788853533693,0.556196283887301,0.5583229828343649,0.5739731147456469
31,0.42588310143564495,0.55347085918313,0.556196283887301,0.5739731147456469
32,0.42588310143564495,0.55347085918313,0.5595949750095824,0.5703681225647198
33,0.4276343461986934,0.5563940892740353,0.5595949750095824,0.5703681225647198
34,0.42878057835142913,0.5575532365813131,0.5595949750095824,0.5703681225647198
35,0.42878057835142913,0.5575532365813131,0.560631169213057,0.5694929524759885
36,0.42878057835142913,0.5557636191767873,0.5575532365813131,0.574000942542698
37,0.42878057835142913,0.5557636191767873,0.5575532365813131,0.574000942542698
38,0.4276211123514914,0.5557636191767873,0.5575532365813131,0.5709126787874039
39,0.4276211123514914,0.5566808534684033,0.5575532365813131,0.570039248716398
40,0.4276211123514914,0.5566808534684033,0.5575532365813131,0.570039248716398
41,0.4276211123514914,0.5532088643679992,0.5575532365813131,0.5739755665910118
42,0.4276211123514914,0.55175489452794,0.5575532365813131,0.5755678243043011
43,0.4377741934626698,0.5438655538169023,0.5575532365813131,0.5755678243043011
44,0.43377279850970807,0.5493536191464357,0.5575532365813131,0.5755678243043011
45,0.43377279850970807,0.5493536191464357,0.5575532365813131,0.5755678243043011
46,0.43377279850970807,0.5543367832878278,0.5575532365813131,0.570039248716398
47,0.43495038446557865,0.5543367832878278,0.5575532365813131,0.570757444527444
48,0.4380081187166613,0.5428799039133259,0.5575532365813131,0.570757444527444
49,0.43179273906675036,0.5558164226255227,0.5575532365813131,0.570757444527444
50,0.43900140458141407,0.5500709654740414,0.5575532365813131,0.570757444527444
51,0.43900140458141407,0.5500709654740414,0.5549066975115924,0.5735710756883741
52,0.468193370286791,0.5173115479397673,0.5549066975115924,0.5735710756883741
53,0.4436888036563627,0.537306052855925,0.5549066975115924,0.5735710756883741
54,0.4436888036563627,0.537306052855925,0.5641278404883249,0.5645087009878955
55,0.45073185923388354,0.5376074376145366,0.5641278404883249,0.5645087009878955
56,0.45690629439876007,0.5287659412473827,0.5641278404883249,0.5645087009878955
57,0.43085921522646087,0.551827778014524,0.5641278404883249,0.5645087009878955
58,0.43867630075845065,0.5495725217674172,0.5641278404883249,0.5645087009878955
59,0.46064158923288473,0.5273336075645906,0.5641278404883249,0.5645087009878955
60,0.4386473096468264,0.5473696387028778,0.5641278404883249,0.5645087009878955
61,0.43596658984291997,0.5473696387028778,0.5639370221824176,0.5641278404883249
62,0.43596658984291997,0.5287876371605389,0.5473696387028778,0.5975987891078488
63,0.43596658984291997,0.5378238715836682,0.5383038099002312,0.5975987891078488
64,0.43596658984291997,0.5371725811594662,0.5390989900971752,0.5975987891078488
65,0.43596658984291997,0.5371725811594662,0.5390989900971752,0.5975987891078488
66,0.43596658984291997,0.5361070090435335,0.5402789398763407,0.5975987891078488
67,0.43596658984291997,0.5361070090435335,0.5545614490056392,0.5867068319219806
68,0.4316874694077337,0.5470308424121528,0.5545614490056392,0.5867068319219806
69,0.4508965321732114,0.5226920646692738,0.5545614490056392,0.5867068319219806
70,0.4508965321732114,0.5226920646692738,0.545267590328715,0.5931002052402389
71,0.4508965321732114,0.5242807980386424,0.5430015613835446,0.5931002052402389
72,0.45733569225373183,0.5217394743711782,0.5430015613835446,0.5931002052402389
73,0.45733569225373183,0.5217394743711782,0.5667704485488126,0.5711149096696236
74,0.45669072810056055,0.5217394743711782,0.5657585971222087,0.5711149096696236
75,0.44947171242140765,0.5217394743711782,0.5644018754445471,0.5711149096696236
76,0.44947171242140765,0.5223498204983434,0.5644018754445471,0.5701057846975999
77,0.44947171242140765,0.5253931632102063,0.5644018754445471,0.5685396634615385
78,0.44947171242140765,0.5211221918604501,0.5644018754445471,0.5724604797287189
79,0.44947171242140765,0.5211221918604501,0.5480153082669066,0.5886893560014035
80,0.42664213226274117,0.5436606600206799,0.5480153082669066,0.5886893560014035
81,0.42664213226274117,0.5378895335263062,0.5541356034267568,0.5886893560014035
82,0.42664213226274117,0.5394438290791804,0.5529434230487689,0.5886893560014035
83,0.42664213226274117,0.5394438290791804,0.556900431998134,0.5869427352487971
84,0.42664213226274117,0.5394438290791804,0.556900431998134,0.5869427352487971
85,0.42315078471624396,0.5435993401127718,0.556900431998134,0.5869427352487971
86,0.4287698774422325,0.5464132628163701,0.556900431998134,0.5869427352487971
87,0.4287698774422325,0.5430204772493445,0.5464132628163701,0.5958632264469843
88,0.42818450834079874,0.5430204772493445,0.5449897193765768,0.5958632264469843
89,0.42818450834079874,0.5449897193765768,0.5607419604294785,0.5816356555603635
90,0.42818450834079874,0.5449897193765768,0.5452770133344971,0.5945248873108688
91,0.4313096279969315,0.5383715500750611,0.5452770133344971,0.5945248873108688
92,0.4313096279969315,0.5315662510381896,0.5515645231738615,0.5945248873108688
93,0.42702853647509376,0.5374519158446693,0.5515645231738615,0.5945248873108688
94,0.42702853647509376,0.5384312138302961,0.5515645231738615,0.5947624045102873
95,0.42813479685400674,0.5384312138302961,0.5523544136400133,0.5947624045102873
96,0.42813479685400674,0.537068750565135,0.5530624850310724,0.5947624045102873
97,0.44729727210009135,0.5332297913198382,0.537068750565135,0.5947624045102873
98,0.4603768910999925,0.5229283640502896,0.537068750565135,0.5947624045102873
